CENTROID_ID,SURVEY_NAME,COUNTRY,YEAR,LATNUM,LONGNUM,cluster,health_vac_moddep,health_con_moddep,health_ari_moddep,health_vac_sevdep,health_con_sevdep,health_ari_sevdep,chweight,region,location,sex,age,wealth,wealthscore,hhweight,orphaned,dep_housing_sev,dep_housing_mod,dep_water_sev,dep_water_mod,dep_sanitation_sev,dep_sanitation_mod,dep_nutrition_sev,dep_nutrition_mod,dep_health_sev,dep_health_mod,education_b15_sevdep,education_b15_moddep,education_15o_sevdep,education_15o_moddep,dep_education_sev,dep_education_mod,sumpoor_mod,deprived_mod,sumpoor_sev,deprived_sev,nutrition_haz,health_measles,health_dpt1,health_dpt2,health_dpt3,hv109_1,hv201_21,hv205_41,hv205_14,hv005,hv271,h10_1,hv201_32,hv104,h7_1,hv001,h9_1,hv109_2,v005,hv111,h3_2,h31_2,h9_8,hv201_62,hv201_43,hv204,hv270,hv024,hv007,h7_3,hv205_21,h5_0,hv201_13,hv201_61,h9_0,hv201_31,hv121_0,hv002,h3_0,h5_3,hv225,v312_11,h9_3,hv205_12,hv113,h3_3,h9_2,hv201_41,hv205_23,h5_1,hv105,hv205_22,hv201_51,hv205_11,v312_5,hv201_14,h10_0,v312_0,hv216,v312_1,h31_0,h7_2,hv201_42,hc70,hv109_3,hv201_71,v312_14,hv009,hv205_31,h5_2,hv205_43,v312_13,h3_1,hv025,hv109_4,b19,hv121_2,hv205_13,hv205_15,h7_0,hv122,hv109_0,v312_8,v312_3
ZM201800000487,Zambia_DHS_2018,Zambia,2018,-11.720697,24.823106,487,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.03672675306648304,0.7777777777777777,1.0,0.5263094521372671,0.5699204021784665,0.2181818181818182,0.09167974999783202,0.03761337352877878,0.14545454545454545,0.18181818181818182,0.509090909090909,0.5454545454545454,0.5454545454545454,0.8545454545454545,0.9272727272727272,0.07272727272727272,0.09090909090909091,0.0,0.01818181818181818,0.3090909090909091,0.3090909090909091,0.01818181818181818,0.03636363636363636,0.32727272727272727,0.34545454545454546,0.6691574574982647,1.0,0.628542407313357,1.0,0.20158387329013672,1.0,1.0,1.0,0.9818181818181818,0.3888888888888889,0.3333333333333333,0.0,0.0,0.08275661022801022,0.18651215360971757,0.037037037037037035,0.3333333333333333,0.537037037037037,0.07407407407407407,0.675,0.05555555555555555,0.0,0.07971498939728,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0.2037037037037037,0.07677213637478539,0.2962962962962962,0.7777777777777777,0.8333333333333144,0.0,0.0,0.018518518518518517,0.0,0.0,0.05555555555555555,0.12962962962962962,0.5555555555555556,0.01690925685737618,0.0,0.0,0.3888888888888889,0.0,0.0,0.0,0.8888888888888888,0.0,0.018518518518518517,0.0,0.8518518518518519,0.07407407407407407,0.4618055555555556,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.26437847866419295,0.0,0.2037037037037037,0.018518518518518517,0.0,0.2684927881434432,0.07407407407407407,0.0,0.0,0.3256172839506173,0.0,0.037037037037037035,0.0,0.0,0.09259259259259259,1.0,0.0,0.4318181818181818,0.4444444444444444,0.0,0.0,0.037037037037037035,0.25925925925925924,0.5370370370370371,0.0,0.0
ZM201300000102,Zambia_DHS_2013,Zambia,2013,-13.979759,28.667916,102,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.06334808757796999,0.0,0.0,0.5935622978592332,0.42760690172543137,0.7441860465116279,0.4108374026499964,0.06208732572171099,0.09302325581395349,0.20930232558139536,0.4883720930232558,0.4418604651162791,0.4418604651162791,0.7209302325581395,0.7906976744186046,0.11627906976744186,0.20930232558139536,0.0,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.0,0.046511627906976744,0.046511627906976744,0.09302325581395349,0.6225630156175573,1.0,0.5654150967909575,1.0,0.24085073194144463,0.9767441860465116,1.0,1.0,0.9767441860465116,0.25,0.0,0.0,0.0,0.13660398238195395,0.7170893124333769,0.0,0.375,0.5625,0.3125,0.14027777777777778,0.125,0.0625,0.1374962856224908,0.9375,0.0,0.0625,0.0,0.0,0.0,0.04056291390728477,0.9166666666666667,0.0,0.16666666666662877,0.0,0.3125,0.0625,0.625,0.0,0.3125,0.0,0.625,0.5098897535667963,0.0625,0.0,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6875,0.375,0.40625,0.0,0.0,0.0,0.0,0.0,0.0625,0.1875,0.27539424860853434,0.0,0.375,0.0,0.0,0.2983988355167394,0.125,0.0,0.0,0.30208333333333337,0.0,0.0,0.0,0.0,0.375,0.0,0.0625,0.39795918367346933,0.375,0.0,0.0,0.125,0.25,0.5,0.0,0.0
ZM201800000358,Zambia_DHS_2018,Zambia,2018,-12.163656,33.056006,358,0.0,0.0,0.0,0.0,0.0,0.0,0.10206594287104466,0.2222222222222222,1.0,0.445526554992858,0.607752778530767,0.20098039215686275,0.09287545620746157,0.10125549391933167,0.058823529411764705,0.27450980392156865,0.7450980392156863,0.21568627450980393,0.35294117647058826,0.43137254901960786,0.7450980392156863,0.0392156862745098,0.11764705882352941,0.0,0.0,0.1568627450980392,0.21568627450980393,0.0392156862745098,0.09803921568627451,0.19607843137254902,0.3137254901960784,0.6325531545790053,0.8431372549019608,0.3649906890130354,0.6078431372549019,0.2356011519078473,1.0,1.0,1.0,1.0,0.42424242424242425,0.45454545454545453,0.0,0.0,0.22278143802537173,0.1194896385809241,0.0,0.3333333333333333,0.48484848484848486,0.15151515151515152,0.49583333333333335,0.09090909090909091,0.0,0.22153293919178008,1.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.19446116797110174,0.19191919191919188,0.2222222222222222,0.8333333333333144,0.0,0.0,0.030303030303030304,0.0,0.0,0.09090909090909091,0.12121212121212122,0.5454545454545454,0.01705773690209488,0.030303030303030304,0.0,0.5833333333333334,0.0,0.0,0.0,0.9393939393939394,0.0,0.0,0.0,0.0,0.15151515151515152,0.44507575757575757,0.7272727272727273,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.11553381683251815,0.0,0.24242424242424243,0.0,0.0,0.3480349344978166,0.030303030303030304,0.0,0.0,0.3005050505050505,0.2727272727272727,0.0,0.0,0.0,0.15151515151515152,1.0,0.0,0.4678571428571428,0.45454545454545453,0.0,0.0,0.030303030303030304,0.21212121212121213,0.5454545454545454,0.0,0.030303030303030304
ZM201300000482,Zambia_DHS_2013,Zambia,2013,-11.473478,28.587895,482,0.05,0.0,0.0,0.025,0.0,0.0,0.1190134904430956,0.3333333333333333,1.0,0.5758278145695366,0.4268433179723501,0.11562499999999998,0.0654490629302836,0.11880207900584926,0.0375,0.0,0.675,0.6375,0.6375,0.975,0.975,0.0125,0.0625,0.025,0.05,0.2125,0.2625,0.012658227848101266,0.02531645569620253,0.225,0.2875,0.7598230517513029,0.975,0.6173184357541899,0.975,0.603211743060555,0.95,0.975,0.975,0.9625,0.5087719298245614,0.42105263157894735,0.0,0.0,0.26138727862423544,0.10024779973293291,0.0,0.5263157894736842,0.5614035087719298,0.22807017543859648,0.6680555555555556,0.15789473684210525,0.0,0.25831739363485046,1.0,0.0,0.07017543859649122,0.0,0.0,0.0,0.062158708028349025,0.09941520467836257,0.3333333333333333,0.16666666666662877,0.0,0.0,0.0,0.0,0.0,0.07017543859649122,0.05263157894736842,0.49122807017543857,0.5663640293990488,0.0,0.0,0.2,0.0,0.017543859649122806,0.0,0.9649122807017544,0.0,0.0,0.0,0.8421052631578947,0.24561403508771928,0.41776315789473684,0.03508771929824561,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.2688480350818012,0.0,0.17543859649122806,0.0,0.0,0.573819920981493,0.017543859649122806,0.0,0.0,0.368421052631579,0.12280701754385964,0.0,0.0,0.0,0.24561403508771928,1.0,0.0,0.5905612244897958,0.5087719298245614,0.0,0.0,0.017543859649122806,0.2543859649122807,0.45614035087719296,0.0,0.0
ZM201800000208,Zambia_DHS_2018,Zambia,2018,-15.698387,27.886328,208,0.0,0.0,0.0,0.0,0.0,0.0,0.03784516984812428,0.4444444444444445,1.0,0.7128818628498181,0.5818343986918388,0.15322580645161288,0.08149706361392117,0.03912727202744521,0.06451612903225806,0.3548387096774194,0.7741935483870968,1.0,1.0,1.0,1.0,0.03225806451612903,0.03225806451612903,0.0,0.0,0.41935483870967744,0.45161290322580644,0.0967741935483871,0.0967741935483871,0.5161290322580645,0.5483870967741935,0.9090784694719312,1.0,0.9068300594701748,1.0,0.5223182145428364,1.0,1.0,1.0,1.0,0.22580645161290322,0.0,0.0,0.0,0.08608747625317675,0.1645132056868952,0.03225806451612903,0.0,0.6129032258064515,0.0,0.28750000000000003,0.0,0.03225806451612903,0.08214249998415063,1.0,0.03225806451612903,0.0,0.0,0.0,1.0,0.015167699209570602,0.2043010752688172,0.4444444444444445,0.8333333333333144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8064516129032258,0.01702857621020041,0.0,0.0,,0.0,0.0,0.0,0.9354838709677419,0.0,0.03225806451612903,0.0,0.0,0.0,0.4576612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.2597402597402597,0.0,0.12903225806451613,0.03225806451612903,0.0,0.5229257641921398,0.0,0.0,0.0,0.4301075268817204,1.0,0.03225806451612903,0.0,0.0,0.0,1.0,0.0,0.7321428571428571,0.1935483870967742,0.0,0.0,0.0,0.08064516129032258,0.7419354838709677,0.0,0.0
ZM201800000103,Zambia_DHS_2018,Zambia,2018,-14.793434,23.825137,103,0.0,0.02531645569620253,0.0,0.0,0.02531645569620253,0.0,0.06741433817851834,1.0,1.0,0.3979377986419652,0.5231289739252172,0.11392405063291139,0.05338268430112797,0.06699847462836761,0.05063291139240506,0.11392405063291139,0.7088607594936709,1.0,1.0,1.0,1.0,0.012658227848101266,0.0759493670886076,0.02531645569620253,0.02531645569620253,0.189873417721519,0.189873417721519,0.012658227848101266,0.06329113924050633,0.20253164556962025,0.25316455696202533,0.9020019054077067,1.0,0.8078636588642952,1.0,0.20450153461407294,1.0,1.0,1.0,1.0,0.46835443037974683,0.0,0.0,0.0,0.1474094485688391,0.10777443453336777,0.012658227848101266,0.7848101265822784,0.4683544303797469,0.05063291139240506,0.1416666666666667,0.0379746835443038,0.05063291139240506,0.14632203514961706,0.9873417721518988,0.012658227848101266,0.0759493670886076,0.0,0.0,0.21518987341772153,0.09975689496185765,0.15189873417721517,1.0,0.8333333333333144,0.0,0.0,0.06329113924050633,0.0,0.0,0.10126582278481013,0.0,0.4810126582278481,0.019914955096947903,0.0379746835443038,0.0,0.3939393939393939,0.0,0.0,0.0,0.9620253164556962,0.0,0.012658227848101266,0.0,0.4177215189873418,0.0759493670886076,0.43670886075949367,0.0,0.0,0.0,0.0,0.0,0.0,0.0379746835443038,0.2724219722411404,0.0,0.17721518987341772,0.012658227848101266,0.0,0.3715429403202329,0.012658227848101266,0.0,0.0,0.379746835443038,0.5822784810126582,0.012658227848101266,0.0,0.0,0.10126582278481013,1.0,0.0,0.40178571428571425,0.5189873417721519,0.0,0.0,0.08860759493670886,0.26582278481012656,0.46835443037974683,0.0,0.0
ZM201800000222,Zambia_DHS_2018,Zambia,2018,-14.394856,22.175739,222,0.023255813953488372,0.011627906976744186,0.0,0.0,0.011627906976744186,0.0,0.07583930489690353,1.0,1.0,0.3908824888341291,0.3563390847711927,0.07267441860465118,0.03741510393843378,0.07537497254312557,0.10465116279069768,0.08139534883720931,0.8953488372093024,0.8837209302325582,0.8837209302325582,1.0,1.0,0.023255813953488372,0.06976744186046512,0.011627906976744186,0.03488372093023256,0.1744186046511628,0.18604651162790697,0.011627906976744186,0.08139534883720931,0.18604651162790697,0.26744186046511625,0.9229381639434826,1.0,0.7553592308691698,1.0,0.32333595130571363,0.9883720930232558,1.0,1.0,0.9883720930232558,0.4235294117647059,0.0,0.0,0.0,0.16583934485232385,0.07470350266569087,0.023529411764705882,0.8705882352941177,0.47058823529411775,0.09411764705882353,0.30694444444444446,0.10588235294117647,0.0,0.16460832719979596,1.0,0.023529411764705882,0.023529411764705882,0.0,0.0,0.011764705882352941,0.09411764705882353,0.09411764705882358,1.0,0.8333333333333144,0.0,0.0,0.023529411764705882,0.0,0.0,0.058823529411764705,0.11764705882352941,0.5764705882352941,0.019043259327077133,0.011764705882352941,0.0,0.6,0.0,0.0,0.0,0.8941176470588236,0.0,0.011764705882352941,0.0,0.17647058823529413,0.12941176470588237,0.37279411764705883,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.011764705882352941,0.2567936265415257,0.0,0.27058823529411763,0.023529411764705882,0.0,0.4356501698204755,0.011764705882352941,0.0,0.0,0.41960784313725485,0.8235294117647058,0.023529411764705882,0.0,0.0,0.1411764705882353,1.0,0.0,0.5278571428571428,0.4235294117647059,0.0,0.0,0.058823529411764705,0.20588235294117646,0.5647058823529412,0.0,0.0
ZM201800000532,Zambia_DHS_2018,Zambia,2018,-16.177896,28.144204,532,0.0,0.014705882352941176,0.0,0.0,0.014705882352941176,0.0,0.05418385396246962,0.8888888888888888,1.0,0.49892871055707033,0.5897262130658714,0.3308823529411765,0.13985652587113265,0.0538942128958393,0.08823529411764706,0.11764705882352941,0.39705882352941174,0.07352941176470588,0.5588235294117647,0.5882352941176471,0.7647058823529411,0.014705882352941176,0.07352941176470588,0.014705882352941176,0.014705882352941176,0.08823529411764706,0.11764705882352941,0.029411764705882353,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.5780547099460316,0.9264705882352942,0.30167597765363124,0.5882352941176471,0.1702963762898968,1.0,1.0,1.0,1.0,0.5147058823529411,0.9264705882352942,0.0,0.0,0.1185775683415862,0.2822908075615378,0.014705882352941176,0.0,0.5147058823529411,0.07352941176470588,0.7375,0.04411764705882353,0.029411764705882353,0.11760542338995413,0.9705882352941176,0.014705882352941176,0.029411764705882353,0.0,0.0,0.07352941176470588,0.3217763926762758,0.44117647058823534,0.8888888888888888,0.8333333333333144,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.3382352941176471,0.018062867170214388,0.0,0.0,0.3492063492063492,0.0,0.0,0.0,0.9264705882352942,0.0,0.014705882352941176,0.0,0.5147058823529411,0.10294117647058823,0.46047794117647056,0.4117647058823529,0.0,0.0,0.029411764705882353,0.0,0.0,0.029411764705882353,0.543353705118411,0.0,0.14705882352941177,0.014705882352941176,0.0,0.34509013548314854,0.04411764705882353,0.0,0.0,0.4203431372549019,0.07352941176470588,0.014705882352941176,0.0,0.0,0.10294117647058823,1.0,0.0,0.40625,0.6617647058823529,0.0,0.0,0.029411764705882353,0.33088235294117646,0.4117647058823529,0.0,0.0
ZM201300000457,Zambia_DHS_2013,Zambia,2013,-12.169129,26.404034,457,0.017857142857142856,0.017857142857142856,0.0,0.0,0.017857142857142856,0.0,0.003695203819916242,0.7777777777777777,0.0,0.4668874172185431,0.6816984858459512,0.9866071428571428,0.6191100341461909,0.0036481789453562405,0.14285714285714285,0.16071428571428573,0.5357142857142857,0.0,0.0,0.30357142857142855,0.5714285714285714,0.03571428571428571,0.14285714285714285,0.017857142857142856,0.03571428571428571,0.07142857142857142,0.10714285714285714,0.0,0.05357142857142857,0.07142857142857142,0.16071428571428573,0.40013331717367595,0.7857142857142857,0.18994413407821228,0.4642857142857143,0.28997064850196597,1.0,0.9821428571428571,0.9821428571428571,1.0,0.6666666666666666,0.0,0.0,0.0,0.008026690900030048,0.9453715082979368,0.3333333333333333,0.0,0.33333333333333326,0.0,0.6333333333333334,0.0,0.0,0.00802039681515519,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.18543046357615892,1.0,0.7777777777777777,0.16666666666662877,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.5356679636835279,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.45833333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510204081632653,0.0,0.0,0.3333333333333333,0.0,0.5997088791848617,0.0,0.0,0.0,0.24999999999999997,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6071428571428571,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
ZM201300000576,Zambia_DHS_2013,Zambia,2013,-8.710063626,29.14761464,576,0.05970149253731343,0.0,0.0,0.0,0.0,0.0,0.06209493313855732,0.3333333333333333,1.0,0.35306909162795286,0.46000412683128133,0.3022388059701493,0.11926171159337123,0.06198064408322166,0.19402985074626866,0.1791044776119403,0.47761194029850745,0.029850746268656716,0.16417910447761194,0.2537313432835821,0.2537313432835821,0.014925373134328358,0.07462686567164178,0.0,0.05970149253731343,0.1044776119402985,0.14925373134328357,0.029850746268656716,0.04477611940298507,0.13432835820895522,0.19402985074626866,0.30862473476756325,0.6268656716417911,0.18143917285082964,0.34328358208955223,0.3814344852411806,0.9850746268656716,0.9850746268656716,1.0,0.9701492537313433,0.47692307692307695,0.8461538461538461,0.0,0.0,0.13636926238885916,0.24659292227349655,0.06153846153846154,0.0,0.46153846153846145,0.09230769230769231,0.7986111111111112,0.09230769230769231,0.015384615384615385,0.13477632852009996,0.9076923076923077,0.046153846153846156,0.015384615384615385,0.0,0.0,0.0,0.10494141619969435,0.4153846153846154,0.3333333333333333,0.16666666666662877,0.03076923076923077,0.15384615384615385,0.07692307692307693,0.0,0.0,0.09230769230769231,0.12307692307692308,0.4307692307692308,0.5158934450763244,0.046153846153846156,0.06153846153846154,0.0,0.0,0.015384615384615385,0.0,0.8307692307692308,0.046153846153846156,0.06153846153846154,0.0,0.26153846153846155,0.07692307692307693,0.41057692307692306,0.5846153846153846,0.0,0.0,0.0,0.0,0.015384615384615385,0.03076923076923077,0.35607249892964177,0.0,0.24615384615384617,0.015384615384615385,0.03076923076923077,0.4710163541399092,0.046153846153846156,0.0,0.0,0.3910256410256411,0.0,0.046153846153846156,0.0,0.0,0.12307692307692308,1.0,0.0,0.3802521008403361,0.5692307692307692,0.0,0.0,0.12307692307692308,0.3153846153846154,0.46153846153846156,0.0,0.0
